,Date,water_th,water_canny_otsu,water_secondary,water_uncert,water,total,slope_at_th,other_mean_nir,other_mean_ndwi,other_mean_ndvi,other_mean_green,other_mean_blue,other_mean_red,water_mean_nir,water_mean_ndwi,water_mean_ndvi,water_mean_green,water_mean_blue,water_mean_red,NIR_diff,buffed_edges_points,valid,invalid,water_frac_total,water_frac_valid,tr_water_frac_total,tr_water_frac_valid,nir_th,ndwi_th,nir_th_otsu,hist_kurtosis,hist_skew,hist_slope,diptest,u_pixel,u_pixel_distance,u1,u2,u3,image_qa,wb_area_1,wb_mean_nir_1,wb_area_length_1,wb_area_length_short_1,wb_area_label_1,wb_area_2,wb_mean_nir_2,wb_area_length_2,wb_area_length_short_2,wb_area_label_2,wb_area_3,wb_mean_nir_3,wb_area_length_3,wb_area_length_short_3,wb_area_label_3,wb_area_4,wb_mean_nir_4,wb_area_length_4,wb_area_length_short_4,wb_area_label_4,wb_area_5,wb_mean_nir_5,wb_area_length_5,wb_area_length_short_5,wb_area_label_5,wb_area_6,wb_mean_nir_6,wb_area_length_6,wb_area_length_short_6,wb_area_label_6,wb_area_7,wb_mean_nir_7,wb_area_length_7,wb_area_length_short_7,wb_area_label_7,wb_area_8,wb_mean_nir_8,wb_area_length_8,wb_area_length_short_8,wb_area_label_8,wb_area_9,wb_mean_nir_9,wb_area_length_9,wb_area_length_short_9,wb_area_label_9,wb_area_10,wb_mean_nir_10,wb_area_length_10,wb_area_length_short_10,wb_area_label_10,wb_area_11,wb_mean_nir_11,wb_area_length_11,wb_area_length_short_11,wb_area_label_11,wb_mean_green_1,wb_mean_green_2,wb_mean_green_3,wb_mean_green_4,wb_mean_green_5,wb_mean_green_6,wb_mean_green_7,wb_mean_green_8,wb_mean_green_9,wb_mean_green_10,wb_mean_green_11,wb_mean_blue_1,wb_mean_blue_2,wb_mean_blue_3,wb_mean_blue_4,wb_mean_blue_5,wb_mean_blue_6,wb_mean_blue_7,wb_mean_blue_8,wb_mean_blue_9,wb_mean_blue_10,wb_mean_blue_11,wb_mean_red_1,wb_mean_red_2,wb_mean_red_3,wb_mean_red_4,wb_mean_red_5,wb_mean_red_6,wb_mean_red_7,wb_mean_red_8,wb_mean_red_9,wb_mean_red_10,wb_mean_red_11,wb_area_12,wb_mean_nir_12,wb_area_length_12,wb_area_length_short_12,wb_area_label_12,wb_area_13,wb_mean_nir_13,wb_area_length_13,wb_area_length_short_13,wb_area_label_13,wb_area_14,wb_mean_nir_14,wb_area_length_14,wb_area_length_short_14,wb_area_label_14,wb_area_15,wb_mean_nir_15,wb_area_length_15,wb_area_length_short_15,wb_area_label_15,wb_area_16,wb_mean_nir_16,wb_area_length_16,wb_area_length_short_16,wb_area_label_16,wb_mean_green_12,wb_mean_green_13,wb_mean_green_14,wb_mean_green_15,wb_mean_green_16,wb_mean_blue_12,wb_mean_blue_13,wb_mean_blue_14,wb_mean_blue_15,wb_mean_blue_16,wb_mean_red_12,wb_mean_red_13,wb_mean_red_14,wb_mean_red_15,wb_mean_red_16,wb_area_17,wb_mean_nir_17,wb_area_length_17,wb_area_length_short_17,wb_area_label_17,wb_area_18,wb_mean_nir_18,wb_area_length_18,wb_area_length_short_18,wb_area_label_18,wb_area_19,wb_mean_nir_19,wb_area_length_19,wb_area_length_short_19,wb_area_label_19,wb_mean_green_17,wb_mean_green_18,wb_mean_green_19,wb_mean_blue_17,wb_mean_blue_18,wb_mean_blue_19,wb_mean_red_17,wb_mean_red_18,wb_mean_red_19,wb_area_20,wb_mean_nir_20,wb_area_length_20,wb_area_length_short_20,wb_area_label_20,wb_mean_green_20,wb_mean_blue_20,wb_mean_red_20,dry_wb_length,dry_nir_diff
0,2019-01-01,819,4044,2371,1864,1882,83853,3239.99302473684,0.13295793712400542,-0.41225354575938744,0.29349703462453425,0.05627496603920047,0.04540852901222588,0.07398740862927745,0.10041073460301757,-0.5190093019877098,0.45829764367716946,0.03248130101409844,0.026460994311155082,0.038637867919861485,-0.03030943652014592,2534,34961,48892,0.022444038972964594,0.05383141214496153,0.009767092411720512,0.023426103372329168,0.1004,-0.5443061694339084,0.1099166015625,-0.8196531032194958,0.22336690909055934,3239.99302473684,0.007635145077789588,0.5252837887818022,0.5833628210688805,0.8552806227526026,0.9437286473477193,0.9023136620982286,100.0,3378.0,,351.70097822749136,59.946601444040205,1.0,401.0,0.09938753117206982,62.10390409117143,8.559458916182358,2.0,88.0,0.10717500000000002,15.19352407595444,8.258592302235884,9.0,50.0,0.108312,16.455676075797353,5.834065896819357,4.0,39.0,0.10717948717948718,7.524123838286523,6.5899171616860155,3.0,39.0,0.10640512820512821,9.500333465801095,5.671717959943575,10.0,12.0,0.10736666666666665,9.766072435474882,1.3989862466768728,5.0,10.0,0.10883000000000002,4.09878030638384,2.9933259094191533,11.0,10.0,0.10795000000000002,4.381780460041329,2.6832815729997477,6.0,9.0,0.10893333333333334,3.885753375057407,2.7954428906961324,8.0,8.0,0.1088125,4.1204045563213505,2.4025541184843804,7.0,,0.023254862842892764,0.03265681818181818,0.034047999999999995,0.03631025641025641,0.030464102564102556,0.027308333333333337,0.035730000000000005,0.032630000000000006,0.034199999999999994,0.032037500000000003,,0.020970573566084783,0.027492045454545453,0.028652000000000007,0.03027179487179487,0.025192307692307694,0.023624999999999997,0.032220000000000006,0.026850000000000002,0.028300000000000006,0.024962500000000002,,0.024880299251870325,0.042005681818181824,0.04281600000000001,0.04756410256410257,0.041028205128205125,0.034416666666666665,0.04802000000000001,0.04027,0.04384444444444444,0.04175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
1,2019-01-02,735,4319,2419,1893,1918,83853,1199.4938572102617,0.13338002153836112,-0.41224928233055125,0.28958012211359624,0.05647776327383089,0.045585229905688085,0.07490462095747806,0.10207491894395554,-0.5259087641685875,0.4616180779665104,0.03236037517369152,0.026557711903659107,0.03889147753589625,-0.029307554878649972,2552,34961,48892,0.022873361716336922,0.054861130974514456,0.008765339343851741,0.02102342610337233,0.10160000000000001,-0.5503431862535103,0.1115748046875,-0.7547590058117009,0.28213916208747936,1199.4938572102617,0.005653828929690936,0.5377039542561879,0.5969546812246316,0.8478530935196523,0.9401815585877744,0.9142003977280504,0.0,3509.0,,348.5910487918072,61.92959533375691,1.0,429.0,0.10056853146853148,62.60672977263457,9.071796157540257,3.0,102.0,0.1080509803921569,15.410413362678893,9.04192327143829,12.0,74.0,0.10944594594594595,14.178497291408158,13.627578698731117,7.0,51.0,0.10860196078431374,9.994279901419434,7.024904191675363,6.0,50.0,0.10761799999999999,10.073910634606067,6.562036614190047,14.0,14.0,0.11019999999999999,6.0,2.9137254363387335,4.0,13.0,0.10988461538461537,4.907725735659753,3.279400065550629,16.0,13.0,0.1091,4.3616645597524775,3.756591133295642,9.0,11.0,0.11060000000000002,5.529681747206153,2.539175685738357,8.0,10.0,0.11025,4.541385054734408,2.774134420794161,15.0,,0.023875524475524473,0.03279117647058823,0.033787837837837835,0.036545098039215684,0.030604,0.03207142857142857,0.035892307692307696,0.033630769230769235,0.032890909090909096,0.03116,,0.021734965034965033,0.02785588235294117,0.027933783783783788,0.03072352941176471,0.025555999999999995,0.026157142857142855,0.03221538461538462,0.02777692307692308,0.028354545454545455,0.02651,,0.025714685314685317,0.04203725490196077,0.04291486486486487,0.047799999999999995,0.04141,0.04059285714285715,0.047630769230769227,0.04179230769230769,0.043963636363636364,0.03609,9.0,0.1106,6.586417573021535,1.685623260404093,5.0,9.0,0.11046666666666667,3.885753375057407,2.7954428906961324,11.0,9.0,0.1103111111111111,3.885753375057407,2.7954428906961324,10.0,8.0,0.1093375,3.8888437389046198,2.6223833385648136,2.0,8.0,0.1099,3.4641016151377544,2.7386127875258306,13.0,0.04022222222222222,0.03403333333333333,0.03427777777777778,0.031525,0.0324125,0.030611111111111113,0.02815555555555556,0.029511111111111113,0.0255375,0.027775,0.05314444444444445,0.04342222222222222,0.04501111111111111,0.0383,0.0419125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
2,2019-01-03,703,4301,2370,1801,1827,83853,1241.4235254471332,0.1336593522716154,-0.4120260918723951,0.2885230505046139,0.05663789830729591,0.0457862626789733,0.07526532728873815,0.10231646511627908,-0.5275308677966356,0.46390343387679384,0.03227241860465116,0.026582209302325584,0.03872813953488372,-0.02929299228721513,2567,34961,48892,0.021788129226145755,0.05225823059981122,0.00838371912752078,0.02010812047710306,0.1018,-0.5524357415983032,0.11147089843750001,-0.743225215766611,0.2982075332331959,1241.4235254471332,0.00614744363259756,0.5176258952174627,0.5752958131067961,0.8457686964085344,0.9395295932052311,0.9139698960285257,100.0,3539.0,,344.33083060968517,63.31050202594233,1.0,427.0,0.10083887587822014,62.61846707610406,9.033341206690572,3.0,94.0,0.10830531914893612,15.235922901450497,8.601784196741542,12.0,55.0,0.10952181818181819,15.51483317141349,6.361352935291348,7.0,48.0,0.10894166666666667,9.25904444751805,6.946668772152323,6.0,42.0,0.10738571428571429,9.886115530428006,5.725928891380293,14.0,14.0,0.11041428571428571,6.0,2.9137254363387335,4.0,11.0,0.11031818181818182,4.585280077424906,3.190896140869863,16.0,11.0,0.1091909090909091,4.346129984141888,3.067356324605906,9.0,10.0,0.11076000000000001,5.138093031466052,2.529822128134703,8.0,9.0,0.11074444444444445,4.708788181923399,2.504347879633133,15.0,,0.02396932084309134,0.03272446808510639,0.03452545454545455,0.0364625,0.0307,0.03219285714285714,0.03593636363636364,0.03301818181818182,0.03302,0.031233333333333335,,0.021863700234192034,0.027894680851063836,0.028570909090909098,0.03069791666666667,0.025799999999999997,0.02638571428571429,0.03232727272727273,0.02724545454545454,0.02854,0.02697777777777778,,0.02582997658079625,0.04190425531914894,0.04364363636363637,0.04766666666666667,0.04174285714285714,0.040914285714285716,0.047418181818181825,0.0406,0.04412,0.03648888888888888,9.0,0.11044444444444446,3.885753375057407,2.7954428906961324,5.0,8.0,0.10955000000000001,3.8888437389046198,2.6223833385648136,2.0,8.0,0.11027500000000001,3.4641016151377544,2.7386127875258306,10.0,8.0,0.11073750000000002,3.4641016151377544,2.7386127875258306,11.0,8.0,0.110225,3.4641016151377544,2.7386127875258306,13.0,0.03176666666666667,0.03165,0.0316625,0.033425,0.032475000000000004,0.028588888888888893,0.025687500000000002,0.0253125,0.027512500000000002,0.027975,0.04037777777777778,0.0385,0.040625,0.04250000000000001,0.0421375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
3,2019-01-04,741,4212,2312,1783,1784,83853,327.48780752136173,0.13383879674796748,-0.41251821029127816,0.2894016703549554,0.0566472325203252,0.04587057235772359,0.07523374634146342,0.10236224174780338,-0.5257442633546434,0.46275905101715514,0.0324376395155545,0.02674511992400855,0.03884834956067443,-0.02940685355596248,2637,34961,48892,0.021275327060451026,0.05102828866451189,0.008836893134413796,0.021195045908297818,0.10200000000000001,-0.5521417825717378,0.1115521484375,-0.7173476156582401,0.3021780009504107,327.48780752136173,0.005119453924914676,0.5284977532740032,0.5867500154035404,0.8452500613497733,0.9380425595503598,0.9188688076455113,100.0,3517.0,,346.55827373836325,63.39991459345258,1.0,422.0,0.10117156398104266,62.664409209185656,8.9334450425112,3.0,87.0,0.10864137931034483,14.880223790067076,8.067622743649224,9.0,47.0,0.10964680851063831,15.725492024119442,6.117232611482618,7.0,41.0,0.10787560975609758,9.726411875735737,5.714411325282465,10.0,39.0,0.10876923076923077,7.511735483989057,7.001446054181371,6.0,14.0,0.11045714285714288,6.0,2.9137254363387335,4.0,11.0,0.10955454545454546,4.346129984141888,3.067356324605906,8.0,9.0,0.1105888888888889,4.713432721951591,2.6491734327655068,12.0,9.0,0.11059999999999999,3.885753375057407,2.7954428906961324,5.0,8.0,0.10955000000000001,3.8888437389046198,2.6223833385648136,2.0,,0.02404810426540285,0.03289885057471265,0.03471276595744681,0.030743902439024393,0.03624102564102564,0.03217857142857143,0.033118181818181824,0.035655555555555565,0.03175555555555556,0.0317625,,0.021926777251184835,0.028057471264367823,0.028974468085106387,0.025792682926829267,0.03042820512820513,0.026471428571428573,0.027381818181818184,0.03203333333333334,0.028566666666666667,0.025825,,0.025954502369668245,0.042050574712643694,0.04379574468085107,0.041768292682926825,0.04733589743589743,0.04095,0.04074545454545455,0.04706666666666667,0.04036666666666666,0.0387,8.0,0.11073750000000002,4.7271453337587435,2.1573356237551296,11.0,,,,,,,,,,,,,,,,,,,,,0.031375,,,,,0.027062500000000003,,,,,0.036699999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
4,2019-01-05,764,4118,2246,1790,1793,83853,1004.0555683451375,0.1341716476462197,-0.41515953620458873,0.2921935870485483,0.056424867073012586,0.04578295616651537,0.07496832447153416,0.10258462472674278,-0.5261645779491894,0.4630659530378004,0.03245222249210591,0.026734321107602623,0.038867864950206464,-0.02948583518802604,2644,34961,48892,0.02138265774629411,0.051285718371900116,0.009111182664901673,0.021852921827178858,0.1023,-0.5529353687248424,0.11177675781250002,-0.7305762449727897,0.29821853014610444,1004.0555683451375,0.005242840002086717,0.5295164082734339,0.5883860763746487,0.8457672619216781,0.9388069499387423,0.9152674203688397,100.0,3025.0,,329.82138822667065,52.338396563106436,1.0,447.0,0.105717225950783,103.03322380790526,17.60823618811573,10.0,410.0,0.1013848780487805,61.39457772360121,8.844740981814892,3.0,80.0,0.1090875,14.306277578890572,7.935232941491571,9.0,45.0,0.11039777777777779,15.830614369275915,5.665493935287638,7.0,38.0,0.10829736842105261,9.706323208976047,5.41497144975614,11.0,31.0,0.10894838709677421,6.907236428609537,6.022397634228649,6.0,14.0,0.11055714285714287,6.0,2.9137254363387335,4.0,10.0,0.11013000000000002,3.9191835884530852,3.0983866769659336,8.0,9.0,0.10981111111111112,4.0171906061502325,2.8906758369544234,2.0,9.0,0.11086666666666667,3.885753375057407,2.7954428906961324,5.0,,0.04003467561521253,0.023923414634146347,0.03273875,0.03484,0.03031578947368422,0.035906451612903234,0.03209285714285714,0.03308,0.03186666666666667,0.03167777777777778,,0.031584116331096194,0.021806585365853656,0.027934999999999998,0.02905777777777778,0.025455263157894738,0.029964516129032264,0.02655714285714286,0.027440000000000003,0.025900000000000003,0.028466666666666664,,0.05045973154362417,0.025849024390243898,0.04169125,0.043928888888888885,0.041231578947368425,0.046841935483870965,0.04088571428571429,0.04057,0.038644444444444453,0.04014444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
5,2019-01-06,833,4124,2272,1857,1863,83853,2331.691401038171,0.1349719015500357,-0.4197513082633912,0.2968579111412225,0.05613347169077113,0.045676337635384916,0.07465033076074973,0.1030051903953432,-0.5266542308855231,0.4622711763954975,0.032530220713073,0.026746107203492603,0.039076618966771774,-0.030162176512394417,2614,34961,48892,0.022217451969518087,0.05328794942936415,0.009934051256365307,0.023826549583821972,0.1027,-0.5549962281984433,0.11241953125000001,-0.7630874162848778,0.285348254388651,2331.691401038171,0.0061447972456006444,0.5374084583653911,0.5980367759016454,0.8474386640389462,0.9406482364762607,0.9077763641903133,100.0,3069.0,,333.10614053773725,51.1372258567895,1.0,451.0,0.10623968957871398,102.85841566117783,17.515758376667865,10.0,402.0,0.10213059701492537,61.3255219332312,8.664755386804462,3.0,75.0,0.11023866666666665,14.052031746341566,7.869262525084391,9.0,32.0,0.108921875,8.881022960824318,5.004928188227208,11.0,28.0,0.10997142857142858,6.918358701807884,5.273498104756865,5.0,18.0,0.11138888888888891,5.520613564200625,4.421257426659158,7.0,16.0,0.11093750000000001,7.158179636707147,2.8192134166520892,4.0,13.0,0.11050769230769229,4.907725735659753,3.279400065550629,6.0,11.0,0.11032727272727273,4.51260859854213,2.9541957835039856,2.0,9.0,0.11113333333333333,3.885753375057407,2.7954428906961324,8.0,,0.039940354767184036,0.02385174129353234,0.032698666666666674,0.02985,0.03597142857142858,0.034722222222222224,0.032156250000000004,0.03360769230769231,0.03218181818181818,0.03311111111111112,,0.03154079822616408,0.021613930348258707,0.027813333333333343,0.025046875000000003,0.029910714285714284,0.029694444444444443,0.026937500000000003,0.02710769230769231,0.026345454545454547,0.02747777777777778,,0.05033458980044346,0.025929353233830846,0.04174133333333334,0.040546875,0.04673928571428572,0.04446666666666667,0.04113750000000001,0.04115384615384616,0.03886363636363637,0.04084444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
6,2019-01-07,943,4069,2336,2027,2028,83853,2558.593103661281,0.13555872204059174,-0.4233331541496813,0.3012736779846088,0.05589931699737805,0.04572041239115657,0.0742607775224161,0.1026664208456244,-0.5233604699049526,0.45689883061894043,0.03272807276302852,0.026828220255653887,0.039475442477876106,-0.03206857220644056,2666,34961,48892,0.024185181209974597,0.05800749406481508,0.011245870750002981,0.026972912674122593,0.10260000000000001,-0.5551348405137685,0.11248144531250001,-0.824030507029073,0.24266310986982575,2558.593103661281,0.007341120994534182,0.5551895205153116,0.6161300201517023,0.8528758106661599,0.9439606578617344,0.9064380142441705,100.0,3563.0,,364.05984018956195,59.13558855868543,1.0,359.0,0.10224150417827299,59.88504946404027,7.957527353702649,4.0,52.0,0.11015,15.78563523654454,5.205549331953591,8.0,27.0,0.10926666666666668,8.00772905016575,4.455203768278378,9.0,21.0,0.1100761904761905,5.602338368222782,4.7002407233912535,5.0,17.0,0.11105294117647059,8.223682432114694,2.808312338395465,3.0,11.0,0.11085454545454546,4.610834905547121,3.0688576741519786,6.0,10.0,0.11009,3.9191835884530852,3.0983866769659336,2.0,9.0,0.10983333333333334,7.302967433402215,1.405456737852613,7.0,,,,,,,,,,,,0.023079108635097496,0.031834615384615385,0.02948888888888889,0.03557142857142857,0.032276470588235295,0.03368181818181819,0.03298000000000001,0.028277777777777777,,,,0.020729526462395544,0.026911538461538462,0.024674074074074077,0.02946190476190477,0.02762941176470588,0.02749090909090909,0.026940000000000002,0.024111111111111107,,,,0.02517938718662953,0.04039230769230769,0.04018148148148148,0.04575714285714286,0.04122941176470588,0.041490909090909085,0.03996,0.03565555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
7,2019-01-08,1138,3910,2523,2261,2293,83853,704.8153726366069,0.13562835888187558,-0.4238720781697195,0.30579309108762287,0.05584118253252608,0.04594920133968827,0.07352406286229551,0.10143358915323612,-0.5108267870587402,0.4421080406040032,0.03342806344333589,0.02756328984394986,0.04039762087490407,-0.03449078793011555,2665,34961,48892,0.02734547362646536,0.06558736878235748,0.01357136894326977,0.03255055633420097,0.1015,-0.5451916020689527,0.11110234375000001,-0.8723158934087492,0.21103616162875333,704.8153726366069,0.006899473461235995,0.5584091926878979,0.6158610522402757,0.8568001930909451,0.9464608220548276,0.9168778408020625,100.0,3527.0,,370.3192565586977,58.29455316821504,1.0,312.0,0.10161891025641026,58.863753382303074,7.077284732202781,2.0,23.0,0.10858260869565223,6.955472286852759,4.563296363137634,6.0,18.0,0.10857777777777779,6.8038007583842965,3.293037763121625,7.0,11.0,0.10974545454545455,3.8138503569823694,3.6725472503134826,3.0,10.0,0.10754000000000001,8.127880356142233,1.3919629722938778,4.0,9.0,0.11005555555555556,3.885753375057407,2.7954428906961324,5.0,,,,,,,,,,,,,,,,,,,,,,0.02253269230769231,0.030713043478260867,0.029250000000000005,0.03613636363636364,0.026770000000000006,0.03163333333333333,,,,,,0.02033846153846154,0.025608695652173913,0.024794444444444445,0.030490909090909093,0.02287,0.027788888888888887,,,,,,0.024598076923076924,0.038213043478260864,0.04016666666666666,0.045445454545454546,0.03257,0.04073333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
8,2019-01-09,1252,3948,2715,2409,2450,83853,2377.406104639778,0.13514465402721354,-0.42219473641137123,0.31046052291994913,0.055817559811697934,0.04629362223511962,0.07237586573805378,0.10053415252090196,-0.4972363842819237,0.42628819257061235,0.034290321763364585,0.028734659234861924,0.04150144413478591,-0.035478768622647636,2555,34961,48892,0.029217797812839136,0.0700780870112411,0.014930890963948815,0.03581133262778525,0.1004,-0.5345660008137115,0.1103576171875,-0.9025333872342212,0.25736363571825815,2377.406104639778,0.0059844706773562635,0.5380675645600728,0.5964167518730319,0.8510216232167428,0.9479715293012972,0.9075081129324271,100.0,3607.0,,373.68415359357243,58.159787285156426,1.0,288.0,0.10113958333333334,57.61554409418124,6.737285466703452,2.0,20.0,0.10755999999999999,6.46092486103258,4.2914391455654055,5.0,15.0,0.10797333333333334,6.322264419963125,3.0393850517756396,6.0,10.0,0.10613000000000002,8.127880356142233,1.3919629722938778,4.0,8.0,0.10950000000000001,3.4641016151377544,2.7386127875258306,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023065277777777775,0.03169000000000001,0.02994,0.02633,0.036199999999999996,,,,,,,0.021247569444444444,0.026715,0.026073333333333334,0.02259,0.030825000000000005,,,,,,,0.02545625,0.039425,0.04162666666666668,0.03138,0.0448375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
9,2019-01-10,1282,3910,2710,2429,2466,83853,1638.0882970419768,0.13506074648975913,-0.4251552803590191,0.3169207579642722,0.05534901777663275,0.04602441066597964,0.0712503381424707,0.10051675620363267,-0.4966166759380724,0.4249865136591,0.03430726528523919,0.028862164236377594,0.04156687132258889,-0.035326124201730466,2551,34961,48892,0.029408607921004616,0.07053573982437573,0.01528865991675909,0.03666943165241269,0.1004,-0.5335410413611896,0.11018710937500001,-0.9785894396082502,0.2204772278694297,1638.0882970419768,0.006396343853677601,0.528780785327181,0.5834292903194928,0.8556379279329307,0.9515974425920052,0.9117613996112419,100.0,3581.0,,375.2108912749469,57.82592769055522,1.0,283.0,0.10161731448763252,57.081930706813864,6.727312081587308,2.0,21.0,0.1077857142857143,7.149465482663357,4.2126976293985745,4.0,15.0,0.10822000000000001,6.322264419963125,3.0393850517756396,5.0,10.0,0.10600000000000001,8.127880356142233,1.3919629722938778,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02326678445229682,0.032309523809523816,0.030260000000000006,0.02632,,,,,,,,0.02151908127208481,0.027314285714285718,0.02654666666666667,0.02263,,,,,,,,0.02584982332155477,0.04033333333333334,0.04223333333333333,0.031200000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
